"FROM_NODE","TO_NODE","EDGE_LENGTHKM","FROM_NODETYPE","TO_NODETYPE","FROM_COMID","TO_COMID","TO_LEVELPATHI","FROM_NODE_NAME","TO_NODE_NAME","FROM_LEVELPATHI"
"Point.09385700","Point.09385701",0.00716968666142748,"gage","gage",21761944,21761944,720001918,"09385700 LITTLE COLORADO RIVER BELOW SALADO SPRINGS, AZ","09385701 L COLORADO R BAL SALADO SP NR ST JOHN, AZ DUMMY",720001918
"Point.09385701","Point.09386000",9.90690190716956,"gage","gage",21761944,945020617,720001918,"09385701 L COLORADO R BAL SALADO SP NR ST JOHN, AZ DUMMY","09386000 LITTLE COLORADO R A ST JOHNS ARIZ",720001918
"Point.09386000","Point.09386030",15.5891015582568,"gage","gage",945020617,21760376,720001918,"09386000 LITTLE COLORADO R A ST JOHNS ARIZ","09386030 LITTLE COLORADO RVR ABV ZION RES. NR ST. JOHNS, AZ",720001918
"Point.09386030","Point.75",8.79033413962117,"gage","dam",21760376,25205487,720001918,"09386030 LITTLE COLORADO RVR ABV ZION RES. NR ST. JOHNS, AZ","AZ00187 UDALL",720001918
"Point.09386050","Point.09386250",147.768854679577,"gage","gage",19899595,945020201,720005010,"09386050 LARGO CREEK NR MANGAS, NM","09386250 CARRIZO WASH NEAR ST. JOHNS, AZ",720007277
"Point.09386250","Point.75",17.8588407215166,"gage","dam",945020201,25205487,720001918,"09386250 CARRIZO WASH NEAR ST. JOHNS, AZ","AZ00187 UDALL",720005010
"Point.09386300","Point.09386500",23.0545454537438,"gage","gage",21760862,21760130,720001918,"09386300 LITTLE COLORADO RVR BLW ZION RES. NR ST JOHNS, AZ","09386500 LITTLE COLORADO R AB ZUNI R NR HUNT, AZ.",720001918
"Point.09386500","Point.09388000",3.93216531950955,"gage","gage",21760130,21760064,720001918,"09386500 LITTLE COLORADO R AB ZUNI R NR HUNT, AZ.","09388000 LITTLE COLORADO RIVER NR HUNT, AZ",720001918
"Point.09386900","Point.09386915",9.49632516502484,"gage","gage",20572245,20572293,720009427,"09386900 RIO NUTRIA NEAR RAMAH, NM","09386915 RIO NUTRIA ABV RES NO. 3 NR LOWER NURTIA, NM",720009427
"Point.09386910","Point.09386915",6.65360181529831,"gage","gage",20573227,20572293,720009427,"09386910 CONSERVATION DRAW AT NUTRIA VILLAGE, NM","09386915 RIO NUTRIA ABV RES NO. 3 NR LOWER NURTIA, NM",720083196
"Point.09386915","Point.09386919",3.03297504991973,"gage","gage",20572293,20572313,720009427,"09386915 RIO NUTRIA ABV RES NO. 3 NR LOWER NURTIA, NM","09386919 SPILLWAY CHANNEL BLW RES NO 3 NR LOWER NUTRIA, NM",720009427
"Point.09386917","Point.09386919",23.4755286597502,"gage","gage",20573229,20572313,720009427,"09386917 GARCIA DRAW ABV RES NO 3 NR LOWER NUTRIA, NM","09386919 SPILLWAY CHANNEL BLW RES NO 3 NR LOWER NUTRIA, NM",720027165
"Point.09386919","Point.09386950",50.2058628354496,"gage","gage",20572313,20573275,720008345,"09386919 SPILLWAY CHANNEL BLW RES NO 3 NR LOWER NUTRIA, NM","09386950 ZUNI RIVER ABV BLACK ROCK RESERVOIR, NM",720009427
"Point.09386925","Point.09386950",6.08997110543337,"gage","gage",20572527,20573275,720008345,"09386925 Y-UNIT DRAW AT STATE HWY 602 NR ZUNI, NM","09386950 ZUNI RIVER ABV BLACK ROCK RESERVOIR, NM",720044177
"Point.09386950","Point.157",3.89431934282655,"gage","dam",20573275,20573371,720008345,"09386950 ZUNI RIVER ABV BLACK ROCK RESERVOIR, NM","NM00145 BLACK ROCK",720008345
"Point.09387300","Point.09388000",132.863179964051,"gage","gage",20573757,21760064,720001918,"09387300 ZUNI RIVER NR NM-AZ STATE LINE, NM","09388000 LITTLE COLORADO RIVER NR HUNT, AZ",720004235
"Point.09388000","Point.09394500",65.5485873590619,"gage","gage",21760064,21759362,720001918,"09388000 LITTLE COLORADO RIVER NR HUNT, AZ","09394500 LITTLE COLORADO RIVER AT WOODRUFF, AZ",720001918
"Point.09390000","Point.09394000",60.1106339628945,"gage","gage",21754872,21754076,720006311,"09390000 SILVER CREEK NEAR SHUMWAY ARIZ","09394000 SILVER CR NR WOODRUFF ARIZ",720006311
"Point.09390500","Point.09392000",3.56560997279377,"gage","gage",21756096,21755168,720008350,"09390500 SHOW LOW CREEK NEAR LAKESIDE, AZ","09392000 SHOW LOW CR BL JAQUES DAM, NR SHOW LOW, AZ",720008350
"Point.09392000","Point.594",0.0988640518517343,"gage","dam",21755168,21755168,720008350,"09392000 SHOW LOW CR BL JAQUES DAM, NR SHOW LOW, AZ","AZ00023 JAQUES",720008350
"Point.09392500","Point.655",6.81908532718809,"gage","dam",21755360,21755400,720008350,"09392500 SHOW LOW CREEK AT SHOW LOW ARIZ","AZ00051 FOOL HOLLOW",720008350
"Point.09393400","Point.09394000",128.581068321205,"gage","gage",21754034,21754076,720006311,"09393400 COTTONWOOD WASH AT SNOWFLAKE, AZ.","09394000 SILVER CR NR WOODRUFF ARIZ",720009348
"Point.09394000","Point.09394500",7.09481420402716,"gage","gage",21754076,21759362,720001918,"09394000 SILVER CR NR WOODRUFF ARIZ","09394500 LITTLE COLORADO RIVER AT WOODRUFF, AZ",720006311
"Point.09394500","Point.09397000",21.4846175541795,"gage","gage",21759362,21747017,720001918,"09394500 LITTLE COLORADO RIVER AT WOODRUFF, AZ","09397000 LITTLE COLORADO RIVER AT HOLBROOK, AZ",720001918
"Point.09395350","Point.09395500",26.54586388345,"gage","gage",20564073,20564739,720003564,"09395350 PUERCO RIVER NR CHURCH ROCK, NM","09395500 PUERCO RIVER AT GALLUP, NM",720003564
"Point.09395381","Point.09395500",72.726852973377,"gage","gage",20566027,20564739,720003564,"09395381 FOSTER CANYON NR CONTINENTAL DIVIDE, NM","09395500 PUERCO RIVER AT GALLUP, NM",720037720
"Point.09395390","Point.09395500",4.8393273219003,"gage","gage",20565835,20564739,720003564,"09395390 SIXMILE CANYON NR FORT WINGATE, NM","09395500 PUERCO RIVER AT GALLUP, NM",720029795
"Point.09395500","Point.09395630",24.9956215281019,"gage","gage",20564739,20565921,720003564,"09395500 PUERCO RIVER AT GALLUP, NM","09395630 PUERCO RIVER NR MANUELITO, NM",720003564
"Point.09395630","Point.09395650",23.6455195665525,"gage","gage",20565921,20565101,720003564,"09395630 PUERCO RIVER NR MANUELITO, NM","09395650 PUERCO RIVER, NEAR LUPTON, AZ",720003564
"Point.09395650","Point.09396100",48.7102249189536,"gage","gage",20565101,20557681,720003564,"09395650 PUERCO RIVER, NEAR LUPTON, AZ","09396100 PUERCO RIVER NEAR CHAMBERS, AZ",720003564
"Point.09395700","Point.09396100",157.66122222926,"gage","gage",20566357,20557681,720003564,"09395700 WHITEWATER ARR NR CHEECHILGEETHO, NM","09396100 PUERCO RIVER NEAR CHAMBERS, AZ",720010303
"Point.09395900","Point.09395990",31.3778854495663,"gage","gage",20565435,20565167,720005905,"09395900 BLACK CREEK NR LUPTON, AZ","09395990 BLACK CR BEL WF BLACK CR NR HOUCK, AZ",720005905
"Point.09395990","Point.09396100",43.5114736082697,"gage","gage",20565167,20557681,720003564,"09395990 BLACK CR BEL WF BLACK CR NR HOUCK, AZ","09396100 PUERCO RIVER NEAR CHAMBERS, AZ",720005905
"Point.09396100","Point.09396500",52.1912167866773,"gage","gage",20557681,25208968,720003564,"09396100 PUERCO RIVER NEAR CHAMBERS, AZ","09396500 PUERCO RIVER NEAR ADAMANA, ARIZ",720003564
"Point.09396500","Point.09397000",108.013410472323,"gage","gage",25208968,21747017,720001918,"09396500 PUERCO RIVER NEAR ADAMANA, ARIZ","09397000 LITTLE COLORADO RIVER AT HOLBROOK, AZ",720003564
"Point.09397000","Point.09397300",9.99286282893372,"gage","gage",21747017,21747127,720001918,"09397000 LITTLE COLORADO RIVER AT HOLBROOK, AZ","09397300 LITTLE COLORADO RIVER NEAR JOSEPH CITY, AZ",720001918
"Point.09397300","Point.767",7.28569406017304,"gage","dam",21747127,945020437,720001918,"09397300 LITTLE COLORADO RIVER NEAR JOSEPH CITY, AZ","AZ00180 CHOLLA COOLING POND",720001918
"Point.09397500","Point.09398000",75.4371735009307,"gage","gage",21739202,21739462,720007309,"09397500 CHEVELON FORK BELOW WILDCAT CANYON, NR WINSLOW, AZ","09398000 CHEVELON CREEK NEAR WINSLOW, AZ",720007309
"Point.09398000","Point.09400000",248.198982963013,"gage","gage",21739462,21745069,720001918,"09398000 CHEVELON CREEK NEAR WINSLOW, AZ","09400000 LITTLE COLORADO RIVER NEAR WINSLOW ARIZ",720007309
"Point.09398500","Point.09399000",96.2265790623232,"gage","gage",21745967,21746977,720006927,"09398500 CLEAR CREEK BELOW WILLOW CREEK, N WINSLOW, AZ.","09399000 CLEAR CREEK NEAR WINSLOW, AZ",720006927
"Point.09399000","Point.274",1.50750599975006,"gage","dam",21746977,21746183,720006927,"09399000 CLEAR CREEK NEAR WINSLOW, AZ","AZ00057 CLEAR CREEK #1",720006927
"Point.09399100","Point.274",1.17824103250549,"gage","dam",21746205,21746183,720006927,"09399100 CLEAR CREEK BLW MCHOOD LAKE NR WINSLOW","AZ00057 CLEAR CREEK #1",720040662
"Point.09399400","Point.09399500",21.2543818157539,"gage","gage",21746325,21746239,720007068,"09399400 JACKS CANYON CREEK NEAR WINSLOW, AZ","09399500 SALT CREEK NEAR WINSLOW ARIZ",720007068
"Point.09399500","Point.09400350",224.287951020539,"gage","gage",21746239,21745087,720001918,"09399500 SALT CREEK NEAR WINSLOW ARIZ","09400350 LITTLE COLORADO RIVER NEAR WINSLOW, AZ",720007068
"Point.09400000","Point.09400350",1.25771622244664,"gage","gage",21745069,21745087,720001918,"09400000 LITTLE COLORADO RIVER NEAR WINSLOW ARIZ","09400350 LITTLE COLORADO RIVER NEAR WINSLOW, AZ",720001918
"Point.09400350","Point.09401000",127.383390665171,"gage","gage",21745087,21743801,720001918,"09400350 LITTLE COLORADO RIVER NEAR WINSLOW, AZ","09401000 LITTLE COLO. RIVER AT GRAND FALLS, ARIZ.",720001918
"Point.09400562","Point.09401000",331.045695849767,"gage","gage",20541996,21743801,720001918,"09400562 ORAIBI WASH NEAR TOLANI LAKE, AZ","09401000 LITTLE COLO. RIVER AT GRAND FALLS, ARIZ.",720005723
"Point.09400568","Point.09401000",419.336463626696,"gage","gage",20536546,21743801,720001918,"09400568 POLACCA WASH NEAR SECOND MESA, AZ","09401000 LITTLE COLO. RIVER AT GRAND FALLS, ARIZ.",720005395
"Point.09400583","Point.09401000",445.467410336018,"gage","gage",20530085,21743801,720001918,"09400583 JEDDITO WASH NEAR JEDDITO, AZ","09401000 LITTLE COLO. RIVER AT GRAND FALLS, ARIZ.",720007601
"Point.09400600","Point.1004",12.1866519530633,"gage","dam",20524895,20524887,720016484,"09400600 RIO DE FLAG AT FLAGSTAFF, ARIZ.","AZ00062 CONTINENTAL #1",720029918
"Point.09401000","Point.09402000",82.4788570152357,"gage","gage",21743801,20517943,720001918,"09401000 LITTLE COLO. RIVER AT GRAND FALLS, ARIZ.","09402000 LITTLE COLORADO RIVER NEAR CAMERON, AZ",720001918
"Point.09401110","Point.09402000",509.549421527644,"gage","gage",20513024,20517943,720001918,"09401110 DINNEBITO WASH NEAR SAND SPRINGS, AZ","09402000 LITTLE COLORADO RIVER NEAR CAMERON, AZ",720005783
"Point.09401226","Point.09401229",0.648612273883813,"gage","gage",20504212,20504212,720017903,"09401226 COAL MINE WASH TRIB NEAR KAYENTA, ARIZ","09401229 COAL MINE WASH TRIB NO 2 NEAR KAYENTA, ARIZ.",720017903
"Point.09401229","Point.09401239",18.1702635534904,"gage","gage",20504212,20505506,720005911,"09401229 COAL MINE WASH TRIB NO 2 NEAR KAYENTA, ARIZ.","09401239 COAL MINE WASH NR MOUTH NR SHONTO, AZ",720017903
"Point.09401239","Point.09401250",110.420059539929,"gage","gage",20505506,20505068,720005911,"09401239 COAL MINE WASH NR MOUTH NR SHONTO, AZ","09401250 MOENKOPI WASH NR MOENKOPI, ARIZ.",720005911
"Point.09401250","Point.09401260",5.66075841130218,"gage","gage",20505068,945020585,720005911,"09401250 MOENKOPI WASH NR MOENKOPI, ARIZ.","09401260 MOENKOPI WASH AT MOENKOPI, AZ",720005911
"Point.09401260","Point.09401280",0,"gage","gage",945020585,945020585,720005911,"09401260 MOENKOPI WASH AT MOENKOPI, AZ","09401280 MOENKOPI WASH NEAR TUBA ARIZ",720005911
"Point.09401265","Point.271",4.38726757844869,"gage","dam",20504990,20505066,720038054,"09401265 PASTURE CANYON SPRINGS NEAR TUBA CITY, AZ","AZ10439 PASTURE CANYON",720038054
"Point.09401280","Point.09401400",30.4878090039272,"gage","gage",945020585,20505178,720005911,"09401280 MOENKOPI WASH NEAR TUBA ARIZ","09401400 MOENKOPI WASH NR TUBA CITY, ARIZ.",720005911
"Point.09401400","Point.09401500",15.9454640576094,"gage","gage",20505178,20506632,720005911,"09401400 MOENKOPI WASH NR TUBA CITY, ARIZ.","09401500 MOENKOPI WASH NEAR CAMERON, ARIZ.",720005911
"Point.09401500","Point.09402000",22.7359382544285,"gage","gage",20506632,20517943,720001918,"09401500 MOENKOPI WASH NEAR CAMERON, ARIZ.","09402000 LITTLE COLORADO RIVER NEAR CAMERON, AZ",720005911
"Point.09402000","Point.09402300",68.8126932023826,"gage","gage",20517943,20515757,720001918,"09402000 LITTLE COLORADO RIVER NEAR CAMERON, AZ","09402300 LITTLE COLORADO RIVER ABV MOUTH NR DESERT VIEW, AZ",720001918
"Point.09402300","Point.09402500",44.7970663660435,"gage","gage",20515757,20735673,720000024,"09402300 LITTLE COLORADO RIVER ABV MOUTH NR DESERT VIEW, AZ","09402500 COLORADO RIVER NEAR GRAND CANYON, AZ",720001918
"Point.09402500","Point.09402501",0,"gage","gage",20735673,20735673,720000024,"09402500 COLORADO RIVER NEAR GRAND CANYON, AZ","09402501 COLORADO R NR GRAND CANYON (STONEHOUSE)",720000024
"Point.09402501","Point.09404120",127.461373063918,"gage","gage",20735673,20720034,720000024,"09402501 COLORADO R NR GRAND CANYON (STONEHOUSE)","09404120 COLORADO R ABV NATIONAL CANYON NR SUPAI",720000024
"Point.09403000","Point.09404120",250.215724893692,"gage","gage",20735503,20720034,720000024,"09403000 BRIGHT ANGEL CREEK NEAR GRAND CANYON, ARIZ.","09404120 COLORADO R ABV NATIONAL CANYON NR SUPAI",720013843
"Point.09403010","Point.09404120",272.060068575053,"gage","gage",20719622,20720034,720000024,"09403010 Pipe Spring Creek abv Tonto Trail nr Grand Canyon,","09404120 COLORADO R ABV NATIONAL CANYON NR SUPAI",720029237
"Point.09403013","Point.09403015",0.537195790241151,"gage","gage",20719586,20719584,720036708,"09403013 PUMP HOUSE WASH SPRING NEAR GRAND CANYON, AZ","09403015 Garden Creek blw Indian Garden nr Grand Canyon, AZ",720036708
"Point.09403015","Point.09403016",0,"gage","gage",20719584,20719584,720036708,"09403015 Garden Creek blw Indian Garden nr Grand Canyon, AZ","09403016 GARDEN CREEK SPRINGFLOW BLW IG NR GRAND CANYON,AZ",720036708
"Point.09403015","Point.09404120",268.139033452019,"gage","gage",20719584,20720034,720000024,"09403015 Garden Creek blw Indian Garden nr Grand Canyon, AZ","09404120 COLORADO R ABV NATIONAL CANYON NR SUPAI",720036708
"Point.09403016","Point.09404120",268.139033452019,"gage","gage",20719584,20720034,720000024,"09403016 GARDEN CREEK SPRINGFLOW BLW IG NR GRAND CANYON,AZ","09404120 COLORADO R ABV NATIONAL CANYON NR SUPAI",720036708
"Point.09403043","Point.09404120",267.499834017884,"gage","gage",20719582,20720034,720000024,"09403043 HERMIT CREEK ABOVE TONTO TRAIL NR GRAND CANYON, AZ","09404120 COLORADO R ABV NATIONAL CANYON NR SUPAI",720029238
"Point.09403600","Point.09403780",39.2615105186122,"gage","gage",20705539,20706483,720005488,"09403600 KANAB CREEK NEAR KANAB, UT","09403780 KANAB CREEK NR FREDONIA, ARIZ.",720005488
"Point.09403620","Point.09403630",5.50045886007216,"gage","gage",20705331,20705377,720029311,"09403620 MILL CREEK ABOVE STUDY AREA NR GLENDALE,UT.","09403630 SKUTUMPAH CR. BL STUDY AREA NR GLENDALE,UT.",720029311
"Point.09403630","Point.09403690",25.3851114660406,"gage","gage",20705377,20705611,720009909,"09403630 SKUTUMPAH CR. BL STUDY AREA NR GLENDALE,UT.","09403690 JOHNSON WASH ABOVE FLOOD CANYON NEAR KANAB, UT",720029311
"Point.09403640","Point.09403690",2.54442710886395,"gage","gage",20705379,20705611,720009909,"09403640 INTERMEDIATE DRAINAGE NR. GLENDALE, UT.","09403690 JOHNSON WASH ABOVE FLOOD CANYON NEAR KANAB, UT",720076077
"Point.09403650","Point.09403670",5.40190620480285,"gage","gage",20705353,20705387,720009909,"09403650 THOMPSON CREEK ABV STUDY AREA NR GLENDALE, UTAH","09403670 THOMPSON CREEK NEAR GLENDALE",720009909
"Point.09403660","Point.09403640",0.0534638977264192,"gage","gage",20705379,20705379,720076077,"09403660 THOMPSON CREEK BLW STUDY AREA NR GLENDALE, UTAH","09403640 INTERMEDIATE DRAINAGE NR. GLENDALE, UT.",720076077
"Point.09403670","Point.09403690",22.2494816638226,"gage","gage",20705387,20705611,720009909,"09403670 THOMPSON CREEK NEAR GLENDALE","09403690 JOHNSON WASH ABOVE FLOOD CANYON NEAR KANAB, UT",720009909
"Point.09403690","Point.09403780",113.732030739153,"gage","gage",20705611,20706483,720005488,"09403690 JOHNSON WASH ABOVE FLOOD CANYON NEAR KANAB, UT","09403780 KANAB CREEK NR FREDONIA, ARIZ.",720009909
"Point.09403780","Point.09403850",92.2458394361388,"gage","gage",20706483,20709491,720005488,"09403780 KANAB CREEK NR FREDONIA, ARIZ.","09403850 KANAB CREEK ABOVE THE MOUTH NEAR SUPAI, AZ",720005488
"Point.09403850","Point.09404120",198.064842500976,"gage","gage",20709491,20720034,720000024,"09403850 KANAB CREEK ABOVE THE MOUTH NEAR SUPAI, AZ","09404120 COLORADO R ABV NATIONAL CANYON NR SUPAI",720005488
"Point.09403990","Point.324",1.52721327150072,"gage","dam",20695960,20695952,720026808,"09403990 DOGTOWN W AB D RES N WILLIAMS ARIZ","AZ00039 DOGTOWN",720026808
"Point.09404020","Point.325",1.81212474045087,"gage","dam",20696078,20696086,720026808,"09404020 DOGTOWN W AB K RES N WILLIAMS ARIZ","AZ00093 KAIBAB",720026808
"Point.09404040","Point.09404104",99.7972388108904,"gage","gage",20695914,20693910,720004280,"09404040 CATARACT CREEK NEAR WILLIAMS","09404104 CATARACT CREEK AT REDLANDS CROSSING NEAR VALLE, AZ",720004280
"Point.09404104","Point.09404107",39.417570958373,"gage","gage",20693910,20692220,720004280,"09404104 CATARACT CREEK AT REDLANDS CROSSING NEAR VALLE, AZ","09404107 CATARACT CREEK BELOW HEATHER WASH NEAR SUPAI, AZ",720004280
"Point.09404107","Point.09404110",38.8605653275946,"gage","gage",20692220,20691648,720004280,"09404107 CATARACT CREEK BELOW HEATHER WASH NEAR SUPAI, AZ","09404110 HAVASU CREEK AT SUPAI, AZ",720004280
"Point.09404110","Point.09404112",4.25162687027062,"gage","gage",20691648,20691626,720004280,"09404110 HAVASU CREEK AT SUPAI, AZ","09404112 Havasu Creek abv Havasu Falls nr Supai, AZ",720004280
"Point.09404112","Point.09404115",9.80700084834747,"gage","gage",20691626,20691582,720004280,"09404112 Havasu Creek abv Havasu Falls nr Supai, AZ","09404115 HAVASU CREEK ABOVE THE MOUTH, NEAR SUPAI, AZ",720004280
"Point.09404115","Point.09404120",169.971574627208,"gage","gage",20691582,20720034,720000024,"09404115 HAVASU CREEK ABOVE THE MOUTH, NEAR SUPAI, AZ","09404120 COLORADO R ABV NATIONAL CANYON NR SUPAI",720004280
"Point.09404120","Point.09404200",94.3353764708827,"gage","gage",20720034,20721986,720000024,"09404120 COLORADO R ABV NATIONAL CANYON NR SUPAI","09404200 COLORADO RVR ABV DIAMOND CREEK NR PEACH SPRINGS AZ",720000024
"Point.09404200","Point.339",203.402980366073,"gage","dam",20721986,25138764,720000024,"09404200 COLORADO RVR ABV DIAMOND CREEK NR PEACH SPRINGS AZ","NV10122 HOOVER",720000024
"Point.09404208","Point.339",540.106353097739,"gage","dam",20721204,25138764,720000024,"09404208 DIAMOND CREEK NEAR PEACH SPRINGS, AZ","NV10122 HOOVER",720010661
"Point.09404222","Point.339",543.849602678814,"gage","dam",20682381,25138764,720000024,"09404222 SPENCER CREEK NEAR PEACH SPRINGS, AZ","NV10122 HOOVER",720010275
"Point.09404450","Point.09404700",19.7974032921179,"gage","gage",10025746,10025932,720008578,"09404450 EAST FORK VIRGIN RIVER NEAR GLENDALE, UT","09404700 EAST FK VIRGIN RIVER NR MOUNT CARMEL JUNCTION, UT",720008578
"Point.09404700","Point.09404900",35.1546512165966,"gage","gage",10025932,10026004,720008578,"09404700 EAST FK VIRGIN RIVER NR MOUNT CARMEL JUNCTION, UT","09404900 EAST FORK VIRGIN RIVER NEAR SPRINGDALE, UT",720008578
"Point.09404900","Point.09406000",25.100306171084,"gage","gage",10026004,10023916,720002379,"09404900 EAST FORK VIRGIN RIVER NEAR SPRINGDALE, UT","09406000 VIRGIN RIVER AT VIRGIN, UT",720008578
"Point.09405200","Point.09405490",57.6470308276602,"gage","gage",10021346,10025834,720002379,"09405200 DEEP CREEK NEAR CEDAR CITY, UT","09405490 NORTH FORK VIRGIN R. AB BIG BEND NR SPRINGDALE, UT",720015493
"Point.09405250","Point.09405490",37.0895503472867,"gage","gage",10021344,10025834,720002379,"09405250 EAST FORK DEEP CREEK NR CEDAR CITY, UT","09405490 NORTH FORK VIRGIN R. AB BIG BEND NR SPRINGDALE, UT",720030740
"Point.09405300","Point.09405490",49.8042130512899,"gage","gage",10020378,10025834,720002379,"09405300 CRYSTAL CREEK NEAR CEDAR CITY, UTAH","09405490 NORTH FORK VIRGIN R. AB BIG BEND NR SPRINGDALE, UT",720018112
"Point.09405400","Point.09405420",7.22537415881677,"gage","gage",10026456,10026462,720002379,"09405400 NF VIRGIN RIVER NEAR GLENDALE, UTAH","09405420 N FK VIRGIN R BLW BULLOCH CANYON NR GLENDALE",720002379
"Point.09405420","Point.09405450",4.8138878161119,"gage","gage",10026462,10025652,720002379,"09405420 N FK VIRGIN R BLW BULLOCH CANYON NR GLENDALE","09405450 N FK VIRGIN R ABV ZION NARROWS NR GLENDALE",720002379
"Point.09405450","Point.09405490",27.7726961533616,"gage","gage",10025652,10025834,720002379,"09405450 N FK VIRGIN R ABV ZION NARROWS NR GLENDALE","09405490 NORTH FORK VIRGIN R. AB BIG BEND NR SPRINGDALE, UT",720002379
"Point.09405490","Point.09405499",10.1009348510347,"gage","gage",10025834,10026504,720002379,"09405490 NORTH FORK VIRGIN R. AB BIG BEND NR SPRINGDALE, UT","09405499 SPRINGDALE CANAL NR. SPRINGDALE, UT",720002379
"Point.09405499","Point.09405500",0.187032186049805,"gage","gage",10026504,10026504,720002379,"09405499 SPRINGDALE CANAL NR. SPRINGDALE, UT","09405500 NORTH FORK VIRGIN RIVER NEAR SPRINGDALE, UT",720002379
"Point.09405500","Point.09405501",0.0773151062849138,"gage","gage",10026504,10026504,720002379,"09405500 NORTH FORK VIRGIN RIVER NEAR SPRINGDALE, UT","09405501 NORTH FORK VIRGIN RIVER NR SPRINGDALE, UT",720002379
"Point.09405501","Point.09406000",26.0787131057415,"gage","gage",10026504,10023916,720002379,"09405501 NORTH FORK VIRGIN RIVER NR SPRINGDALE, UT","09406000 VIRGIN RIVER AT VIRGIN, UT",720002379
"Point.09405900","Point.09406000",49.9156669454034,"gage","gage",10023808,10023916,720002379,"09405900 NORTH CREEK NEAR VIRGIN, UT","09406000 VIRGIN RIVER AT VIRGIN, UT",720012605
"Point.09406000","Point.1171",6.04806326885755,"gage","dam",10023916,10023948,720002379,"09406000 VIRGIN RIVER AT VIRGIN, UT","UT00515 QUAIL CREEK DIVERSION",720002379
"Point.09406100","Point.09407810",0.95746728818984,"gage","gage",10024000,10023954,720002379,"09406100 VIRGIN RIVER AB LA VERKIN CREEK NR LA VERKIN, UT","09407810 VIRGIN RIVER BELOW ASH CREEK NR LAVERKIN, UT",720002379
"Point.09406150","Point.09407810",36.3712138068503,"gage","gage",10023880,10023954,720002379,"09406150 LA VERKIN CREEK NEAR LA VERKIN, UTAH","09407810 VIRGIN RIVER BELOW ASH CREEK NR LAVERKIN, UT",720010569
"Point.09406500","Point.755",0.393123110997196,"gage","dam",10022882,10024994,720010783,"09406500 ASH CREEK NEAR NEW HARMONY, UT","UT00010 ASH CREEK",720010783
"Point.09406640","Point.09407000",36.9100793315267,"gage","gage",10023188,10023750,720010783,"09406640 LEAP CREEK BELOW MAPLE HOLLOW, NEAR PINTURA, UT","09407000 ASH CREEK ABOVE TOQUERVILLE, UTAH",720034370
"Point.09406700","Point.09407000",40.9221922815541,"gage","gage",10023346,10023750,720010783,"09406700 SOUTH ASH CREEK BELOW MILL CREEK NEAR PINTURA, UT","09407000 ASH CREEK ABOVE TOQUERVILLE, UTAH",720039391
"Point.09406900","Point.09407600",50.5586272541798,"gage","gage",10023506,10025074,720010783,"09406900 WET SANDY CREEK NEAR PINTURA, UT","09407600 ASH CREEK NEAR TOQUERVILLE, UT",720034349
"Point.09407000","Point.09407200",0.389749370669689,"gage","gage",10023750,10023770,720010783,"09407000 ASH CREEK ABOVE TOQUERVILLE, UTAH","09407200 ASH CR BLW WEST FIELD DITCH AT TOQUERVILLE, UT",720010783
"Point.09407200","Point.09407600",4.02078091438991,"gage","gage",10023770,10025074,720010783,"09407200 ASH CR BLW WEST FIELD DITCH AT TOQUERVILLE, UT","09407600 ASH CREEK NEAR TOQUERVILLE, UT",720010783
"Point.09407600","Point.09407800",3.66707832891285,"gage","gage",10025074,10025074,720010783,"09407600 ASH CREEK NEAR TOQUERVILLE, UT","09407800 ASH CREEK NEAR LA VERKIN, UT",720010783
"Point.09407800","Point.09407810",37.2310874916568,"gage","gage",10025074,10023954,720002379,"09407800 ASH CREEK NEAR LA VERKIN, UT","09407810 VIRGIN RIVER BELOW ASH CREEK NR LAVERKIN, UT",720010783
"Point.09407810","Point.09408135",11.8235879258719,"gage","gage",10023954,10024050,720002379,"09407810 VIRGIN RIVER BELOW ASH CREEK NR LAVERKIN, UT","09408135 VIRGIN RIVER AB QUAIL CREEK NEAR HURRICANE, UT",720002379
"Point.09408000","Point.1177",19.4800861167864,"gage","dam",10023748,10024052,720022391,"09408000 LEEDS CREEK NEAR LEEDS, UT","UT00514 QUAIL CREEK",720030709
"Point.09408135","Point.09408150",1.45586874929957,"gage","gage",10024050,10024092,720002379,"09408135 VIRGIN RIVER AB QUAIL CREEK NEAR HURRICANE, UT","09408150 VIRGIN RIVER NEAR HURRICANE, UT",720002379
"Point.09408150","Point.09413200",26.1930988845874,"gage","gage",10024092,4914292,720002379,"09408150 VIRGIN RIVER NEAR HURRICANE, UT","09413200 VIRGIN RIVER NEAR BLOOMINGTON, UT",720002379
"Point.09408195","Point.09413200",51.7960266780229,"gage","gage",20653582,4914292,720002379,"09408195 FORT PEARCE WASH NEAR ST. GEORGE, UT","09413200 VIRGIN RIVER NEAR BLOOMINGTON, UT",720005250
"Point.09408400","Point.09409000",15.3140314974511,"gage","gage",10024988,10022870,720003752,"09408400 SANTA CLARA RIVER NEAR PINE VALLEY, UT","09409000 SANTA CLARA RIVER NEAR CENTRAL, UTAH",720003752
"Point.09409000","Point.09409100",3.5150634699772,"gage","gage",10022870,10022980,720003752,"09409000 SANTA CLARA RIVER NEAR CENTRAL, UTAH","09409100 SANTA CLARA RIVER ABV BAKER RES, NR CENTRAL, UT",720003752
